Vd0,Vd1,Id0,Id1,Rout,Cout
0.3368,0.4632,-3.308e-05,-3.778e-05,-26888.948642108087,2.4111973878422153e-16
0.3368,0.5053,-3.308e-05,-3.935e-05,-26975.991367682764,2.317295971417996e-16
0.3368,0.5474,-3.308e-05,-4.09e-05,-27092.928745597408,2.23453540101021e-16
0.3368,0.5895,-3.308e-05,-4.245e-05,-27225.70106180234,2.1613241271879383e-16
0.3368,0.6316,-3.308e-05,-4.4e-05,-27389.756231169547,2.09766214995118e-16
0.3368,0.6737,-3.308e-05,-4.553e-05,-27578.599007170444,2.0403663704380977e-16
0.3368,0.7158,-3.308e-05,-4.705e-05,-27785.495971103082,1.9894367886486918e-16
0.3368,0.7579,-3.308e-05,-4.856e-05,-28011.20448179272,1.943281855152042e-16
0.3368,0.8,-3.308e-05,-5.006e-05,-28264.55624646693,1.9019015699481497e-16
0.3789,0.0,0.0,0.0,-784.929356357928,5.984225860255262e-16
0.3789,0.04211,-8.377e-05,-3.892e-05,-1627.604166666667,5.053169443167676e-16
0.3789,0.08421,-8.377e-05,-5.591e-05,-4084.967320261438,4.220789090797065e-16
0.3789,0.1263,-8.377e-05,-6.3e-05,-8403.361344537812,3.759239755830569e-16
0.3789,0.1684,-8.377e-05,-6.72e-05,-11390.81899988609,3.525281989485483e-16
0.3789,0.2105,-8.377e-05,-7.071e-05,-12451.749470800649,3.3645354969626674e-16
0.3789,0.2526,-8.377e-05,-7.404e-05,-12787.72378516624,3.2181129493181235e-16
0.3789,0.2947,-8.377e-05,-7.731e-05,-12936.610608020697,3.070098852242661e-16
0.3789,0.3368,-8.377e-05,-8.055e-05,-13041.210224308812,2.922084755167199e-16
0.3789,0.3789,-8.377e-05,-8.377e-05,-13140.604467805517,2.778845306384493e-16
0.3789,0.4211,-8.377e-05,-8.696e-05,-13241.525423728812,2.64674670361822e-16
0.3789,0.4632,-8.377e-05,-9.013e-05,-13342.2281521014,2.525788946868379e-16
0.3789,0.5053,-8.377e-05,-9.327e-05,-13446.28210299852,2.417563585565891e-16
0.3789,0.5474,-8.377e-05,-9.639e-05,-13551.971811898633,2.3236621691416715e-16
0.3789,0.5895,-8.377e-05,-9.948e-05,-13661.202185792345,2.2393100493029683e-16
0.3789,0.6316,-8.377e-05,-0.0001026,-13774.10468319559,2.1660987754806964e-16
0.3789,0.6737,-8.377e-05,-0.0001056,-13892.74798555154,2.1008452488130193e-16
0.3789,0.7158,-8.377e-05,-0.0001086,-14015.416958654525,2.0435494692999354e-16
0.3789,0.7579,-8.377e-05,-0.0001116,-14146.272457207524,1.9926198875105298e-16
0.3789,0.8,-8.377e-05,-0.0001146,-14281.633818908882,1.9480565034447995e-16
0.4211,0.0,0.0,0.0,-468.38407494145196,6.665409016688576e-16
0.4211,0.04211,-0.0001732,-7.078e-05,-800.0000000000001,5.825070917163368e-16
0.4211,0.08421,-0.0001732,-0.0001088,-1635.322976287817,4.894014500075782e-16
0.4211,0.1263,-0.0001732,-0.0001271,-3281.916639317362,4.193732750471442e-16
0.4211,0.1684,-0.0001732,-0.0001372,-5120.327700972862,3.7974369421726234e-16
0.4211,0.2105,-0.0001732,-0.0001445,-6325.110689437066,3.5682538241202925e-16
0.4211,0.2526,-0.0001732,-0.0001508,-6968.641114982579,3.3995495844428847e-16
0.4211,0.2947,-0.0001732,-0.0001567,-7331.378299120234,3.2435777402128267e-16
0.4211,0.3368,-0.0001732,-0.0001623,-7570.022710068131,3.090788994844606e-16
0.4211,0.3789,-0.0001732,-0.0001678,-7751.937984496124,2.9395917989073073e-16
0.4211,0.4211,-0.0001732,-0.0001732,-7898.894154818327,2.794760800693682e-16
0.4211,0.4632,-0.0001732,-0.0001785,-8025.6821829855535,2.6594790990655715e-16
0.4211,0.5053,-0.0001732,-0.0001837,-8136.696501220504,2.5369297928848113e-16
0.4211,0.5474,-0.0001732,-0.0001888,-8244.023083264632,2.428704431582324e-16
0.4211,0.5895,-0.0001732,-0.0001939,-8340.283569641368,2.331619916296267e-16
0.4211,0.6316,-0.0001732,-0.0001989,-8438.818565400845,2.2488593458884815e-16
0.4211,0.6737,-0.0001732,-0.0002039,-8532.423208191125,2.1740565226352904e-16
0.4211,0.7158,-0.0001732,-0.0002088,-8628.127696289906,2.1088029959676123e-16
0.4211,0.7579,-0.0001732,-0.0002137,-8726.003490401397,2.0515072164545305e-16
0.4211,0.8,-0.0001732,-0.0002185,-8818.342151675486,2.0005776346651238e-16
0.4632,0.0,0.0,0.0,-319.1828917969997,7.251099207266752e-16
0.4632,0.04211,-0.0003072,-0.00011,-477.5549188156638,6.506254073596682e-16
0.4632,0.08421,-0.0003072,-0.0001785,-827.1298593879238,5.591113150818283e-16
0.4632,0.1263,-0.0003072,-0.0002167,-1501.726986033939,4.760324347878591e-16
0.4632,0.1684,-0.0003072,-0.0002386,-2458.210422812193,4.1873665527477656e-16
0.4632,0.2105,-0.0003072,-0.000253,-3389.8305084745766,3.842000326238353e-16
0.4632,0.2526,-0.0003072,-0.0002643,-4083.299305839119,3.6175918564787804e-16
0.4632,0.2947,-0.0003072,-0.000274,-4553.734061930784,3.440929869646776e-16
0.4632,0.3368,-0.0003072,-0.0002829,-4880.429477794046,3.278591827693044e-16
0.4632,0.3789,-0.0003072,-0.0002913,-5117.707267144318,3.1194368846011484e-16
0.4632,0.4211,-0.0003072,-0.0002994,-5302.226935312831,2.963465040371092e-16
0.4632,0.4632,-0.0003072,-0.0003072,-5455.537370430987,2.81385939386471e-16
0.4632,0.5053,-0.0003072,-0.0003148,-5583.472920156339,2.6769861428056787e-16
0.4632,0.5474,-0.0003072,-0.0003223,-5698.005698005699,2.551253737763082e-16
0.4632,0.5895,-0.0003072,-0.0003296,-5800.464037122971,2.441436827029674e-16
0.4632,0.6316,-0.0003072,-0.0003368,-5892.751915144374,2.344352311743618e-16
0.4632,0.6737,-0.0003072,-0.0003439,-5980.861244019137,2.2600001919049147e-16
0.4632,0.7158,-0.0003072,-0.0003509,-6067.961165048544,2.1851973686517227e-16
0.4632,0.7579,-0.0003072,-0.0003578,-6150.061500615007,2.1199438419840456e-16
0.4632,0.8,-0.0003072,-0.0003646,-6230.529595015575,2.0610565130400453e-16
0.5053,0.0,0.0,0.0,-238.09523809523813,7.765169673453572e-16
0.5053,0.04211,-0.0004857,-0.0001534,-325.4149040026033,7.096718912467613e-16
0.5053,0.08421,-0.0004857,-0.0002594,-501.25313283208027,6.226141373754945e-16
0.5053,0.1263,-0.0004857,-0.0003258,-821.6926869350862,5.344422989025848e-16
0.5053,0.1684,-0.0004857,-0.0003665,-1312.3359580052497,4.645732788852424e-16
0.5053,0.2105,-0.0004857,-0.000393,-1906.2142584826536,4.1810003550240907e-16
0.5053,0.2526,-0.0004857,-0.0004123,-2477.700693756194,3.8801975125804085e-16
0.5053,0.2947,-0.0004857,-0.0004278,-2949.8525073746314,3.6653383394063495e-16
0.5053,0.3368,-0.0004857,-0.0004412,-3316.7495854063022,3.483901704281589e-16
0.5053,0.3789,-0.0004857,-0.0004533,-3601.00828231905,3.3167890140350977e-16
0.5053,0.4211,-0.0004857,-0.0004647,-3824.091778202676,3.1512678732195285e-16
0.5053,0.4632,-0.0004857,-0.0004754,-4004.805766920305,2.9905213806967133e-16
0.5053,0.5053,-0.0004857,-0.0004857,-4156.275976724854,2.837732635328494e-16
0.5053,0.5474,-0.0004857,-0.0004957,-4284.490145672665,2.697676285407626e-16
0.5053,0.5895,-0.0004857,-0.0005054,-4397.537379067723,2.570352330934109e-16
0.5053,0.6316,-0.0004857,-0.0005149,-4500.4500450045,2.4589438707697836e-16
0.5053,0.6737,-0.0004857,-0.0005241,-4593.477262287553,2.3602678060528065e-16
0.5053,0.7158,-0.0004857,-0.0005332,-4679.457182966777,2.274324136783184e-16
0.5053,0.7579,-0.0004857,-0.0005421,-4759.6382674916695,2.1979297640990755e-16
0.5053,0.8,-0.0004857,-0.0005509,-4837.929366231252,2.1310846880004788e-16
0.5474,0.0,0.0,0.0,-189.21475875118256,8.223535909558233e-16
0.5474,0.04211,-0.0007034,-0.0001986,-242.6595486532395,7.61715557637811e-16
0.5474,0.08421,-0.0007034,-0.0003462,-344.2340791738382,6.792732971162094e-16
0.5474,0.1263,-0.0007034,-0.0004466,-520.8333333333334,5.891915993261966e-16
0.5474,0.1684,-0.0007034,-0.0005125,-794.2811755361397,5.11046522268076e-16
0.5474,0.2105,-0.0007034,-0.0005564,-1159.0171534538708,4.545465174704532e-16
0.5474,0.2526,-0.0007034,-0.0005875,-1569.8587127158557,4.1682679595767383e-16
0.5474,0.2947,-0.0007034,-0.0006114,-1969.6671262556629,3.9040707540441926e-16
0.5474,0.3368,-0.0007034,-0.000631,-2323.420074349442,3.700352426886568e-16
0.5474,0.3789,-0.0007034,-0.000648,-2622.606871230003,3.522098890623643e-16
0.5474,0.4211,-0.0007034,-0.0006633,-2871.088142405972,3.3502115520843964e-16
0.5474,0.4632,-0.0007034,-0.0006775,-3078.8177339901476,3.181507312406988e-16
0.5474,0.5053,-0.0007034,-0.0006908,-3254.149040026033,3.017577721022336e-16
0.5474,0.5474,-0.0007034,-0.0007034,-3403.675970047652,2.861605876792278e-16
0.5474,0.5895,-0.0007034,-0.0007155,-3533.5689045936397,2.7183664280095725e-16
0.5474,0.6316,-0.0007034,-0.0007273,-3648.303538854433,2.5894509241051363e-16
0.5474,0.6737,-0.0007034,-0.0007386,-3752.3452157598495,2.4764509145098917e-16
0.5474,0.7158,-0.0007034,-0.0007497,-3846.1538461538457,2.376183300361998e-16
0.5474,0.7579,-0.0007034,-0.0007605,-3933.9103068450036,2.288648081661455e-16
0.5474,0.8,-0.0007034,-0.0007711,-4016.0642570281134,2.212253708977345e-16
0.5895,0.0,0.0,0.0,-157.4059499449079,8.632564113304404e-16
0.5895,0.04211,-0.0009521,-0.0002438,-192.82684149633627,8.078704911344608e-16
0.5895,0.08421,-0.0009521,-0.0004346,-257.7984016499098,7.297254140763402e-16
0.5895,0.1263,-0.0009521,-0.0005727,-366.8378576669112,6.398028712294192e-16
0.5895,0.1684,-0.0009521,-0.0006684,-535.0454788657038,5.559282162199903e-16
0.5895,0.2105,-0.0009521,-0.0007342,-769.2307692307695,4.913113093246807e-16
0.5895,0.2526,-0.0009521,-0.0007809,-1056.0777273207307,4.461113054865826e-16
0.5895,0.2947,-0.0009521,-0.0008159,-1367.2409078479627,4.149169366405711e-16
0.5895,0.3368,-0.0009521,-0.0008436,-1673.920321392702,3.9168031494915444e-16
0.5895,0.3789,-0.0009521,-0.0008668,-1956.9471624266143,3.7258172177812706e-16
0.5895,0.4211,-0.0009521,-0.000887,-2208.968411751712,3.5507467803801844e-16
0.5895,0.4632,-0.0009521,-0.0009052,-2429.5432458697765,3.3788594418409383e-16
0.5895,0.5053,-0.0009521,-0.0009219,-2621.2319790301444,3.2085636527326094e-16
0.5895,0.5474,-0.0009521,-0.0009374,-2788.622420524261,3.043042511917039e-16
0.5895,0.5895,-0.0009521,-0.0009521,-2935.9953024075166,2.8854791182560617e-16
0.5895,0.6316,-0.0009521,-0.0009662,-3066.5440049064705,2.739056570611519e-16
0.5895,0.6737,-0.0009521,-0.0009796,-3182.686187141948,2.6085495172761646e-16
0.5895,0.7158,-0.0009521,-0.0009926,-3288.391976323578,2.4939579582499994e-16
0.5895,0.7579,-0.0009521,-0.001005,-3385.240352064997,2.3920987946711866e-16
0.5895,0.8,-0.0009521,-0.001018,-3475.842891901286,2.304563575970645e-16
0.6316,0.0,0.0,0.0,-135.48299688389108,8.995437383553922e-16
0.6316,0.04211,-0.001224,-0.0002877,-160.38492381716117,8.487733115090779e-16
0.6316,0.08421,-0.001224,-0.0005218,-205.21239482864766,7.750845728575302e-16
0.6316,0.1263,-0.001224,-0.0006992,-278.7844995818233,6.864352695553445e-16
0.6316,0.1684,-0.001224,-0.0008276,-391.0833007430584,5.98900050854802e-16
0.6316,0.2105,-0.001224,-0.0009187,-550.3577325261418,5.275986363496333e-16
0.6316,0.2526,-0.001224,-0.0009841,-755.287009063444,4.757141249016752e-16
