vds_1,i_src,R0,C0,I0,R1,C1,I1,R2,C2,I2,R3,C3,I3,R4,C4,I4
0.15,9.2e-05,9263.23,1.01775e-16,6.95277e-05,9163.37,4.17441e-17,6.98159e-05,9151.03,3.26719e-17,7.01814e-05,9158.46,3.21625e-17,7.03524e-05,9158.44,2.47752e-17,7.13866e-05
0.15,9.3e-05,9144.38,1.01775e-16,7.02512e-05,9041.96,4.17441e-17,7.05453e-05,9026.11,3.26719e-17,7.0915e-05,9032.48,3.21625e-17,7.10875e-05,9027.25,2.47752e-17,7.213e-05
0.15,9.4e-05,9027.94,1.01775e-16,7.09741e-05,8923.04,4.17441e-17,7.12741e-05,8903.79,3.26719e-17,7.16479e-05,8909.13,3.21625e-17,7.1822e-05,8898.85,2.47752e-17,7.28727e-05
0.15,9.5e-05,8913.84,1.01775e-16,7.16964e-05,8806.54,4.17441e-17,7.20023e-05,8784,3.26719e-17,7.23803e-05,8788.34,3.21625e-17,7.25559e-05,8773.15,2.47752e-17,7.36146e-05
0.15,9.6e-05,8802,1.01775e-16,7.24181e-05,8692.38,4.17441e-17,7.27299e-05,8666.66,3.26719e-17,7.3112e-05,8670.03,3.21625e-17,7.32891e-05,8650.08,2.47752e-17,7.43558e-05
0.15,9.7e-05,8692.38,1.01775e-16,7.31392e-05,8580.51,4.17441e-17,7.34569e-05,8551.69,3.26719e-17,7.38431e-05,8554.15,3.21625e-17,7.40217e-05,8529.56,2.47752e-17,7.50963e-05
0.15,9.8e-05,8584.9,1.01775e-16,7.38597e-05,8470.86,4.17441e-17,7.41833e-05,8439.05,3.26719e-17,7.45735e-05,8440.7,3.21625e-17,7.47536e-05,8411.52,2.47752e-17,7.58361e-05
0.15,9.9e-05,8479.51,1.01775e-16,7.45796e-05,8363.37,4.17441e-17,7.49091e-05,8328.65,3.26719e-17,7.53033e-05,8329.54,3.21625e-17,7.54849e-05,8295.9,2.47752e-17,7.65751e-05
0.15,0.0001,8376.14,1.01775e-16,7.52989e-05,8257.97,4.17441e-17,7.56343e-05,8220.45,3.26719e-17,7.60325e-05,8220.57,3.21625e-17,7.62156e-05,8182.61,2.47752e-17,7.73133e-05
0.15,0.000101,8274.75,1.01775e-16,7.60176e-05,8154.61,4.17441e-17,7.63589e-05,8114.43,3.26719e-17,7.6761e-05,8113.75,3.21625e-17,7.69456e-05,8071.61,2.47752e-17,7.80508e-05
0.15,0.000102,8175.27,1.01775e-16,7.67357e-05,8053.24,4.17441e-17,7.70828e-05,8010.51,3.26719e-17,7.74889e-05,8009.01,3.21625e-17,7.76749e-05,7962.82,2.47752e-17,7.87876e-05
0.15,0.000103,8077.66,1.01775e-16,7.74531e-05,7953.8,4.17441e-17,7.78062e-05,7908.59,3.26719e-17,7.82161e-05,7906.3,3.21626e-17,7.84036e-05,7856.19,2.47752e-17,7.95236e-05
0.15,0.000104,7981.87,1.01775e-16,7.81699e-05,7856.23,4.17441e-17,7.85289e-05,7808.63,3.26719e-17,7.89427e-05,7805.57,3.21626e-17,7.91316e-05,7751.66,2.47752e-17,8.02589e-05
0.15,0.000105,7887.85,1.01775e-16,7.88862e-05,7760.5,4.17441e-17,7.92511e-05,7710.56,3.26719e-17,7.96687e-05,7706.76,3.21626e-17,7.98589e-05,7649.17,2.47752e-17,8.09934e-05
0.15,0.000106,7795.55,1.01775e-16,7.96018e-05,7666.55,4.17441e-17,7.99726e-05,7614.35,3.26719e-17,8.0394e-05,7609.82,3.21626e-17,8.05856e-05,7548.67,2.47752e-17,8.17271e-05
0.15,0.000107,7704.93,1.01775e-16,8.03167e-05,7574.34,4.17441e-17,8.06934e-05,7519.94,3.26719e-17,8.11186e-05,7514.71,3.21626e-17,8.13116e-05,7450.11,2.47752e-17,8.24601e-05
0.15,0.000108,7615.95,1.01775e-16,8.10311e-05,7483.81,4.17441e-17,8.14137e-05,7427.29,3.26719e-17,8.18425e-05,7421.37,3.21626e-17,8.20369e-05,7353.44,2.47752e-17,8.31923e-05
0.15,0.000109,7528.56,1.01775e-16,8.17448e-05,7394.94,4.1744e-17,8.21333e-05,7336.35,3.26719e-17,8.25658e-05,7329.77,3.21626e-17,8.27615e-05,7258.61,2.47752e-17,8.39237e-05
0.175,9e-05,11049.5,1.01775e-16,7.04978e-05,11035.6,4.17441e-17,7.07872e-05,11167.9,3.26718e-17,7.11299e-05,11220.1,3.21624e-17,7.12907e-05,11482.1,2.47752e-17,7.22789e-05
0.175,9.1e-05,10924.4,1.01775e-16,7.12523e-05,10906.7,4.17441e-17,7.15488e-05,11033.8,3.26718e-17,7.18964e-05,11084.4,3.21624e-17,7.2059e-05,11337.3,2.47752e-17,7.30566e-05
0.175,9.2e-05,10801.6,1.01775e-16,7.20064e-05,10780.3,4.17441e-17,7.23099e-05,10902.2,3.26718e-17,7.26624e-05,10951.2,3.21624e-17,7.28268e-05,11195.4,2.47752e-17,7.38337e-05
0.175,9.3e-05,10681.1,1.01775e-16,7.276e-05,10656.4,4.17441e-17,7.30705e-05,10773.2,3.26718e-17,7.34281e-05,10820.6,3.21624e-17,7.35941e-05,11056.2,2.47752e-17,7.46104e-05
0.175,9.4e-05,10562.9,1.01775e-16,7.35132e-05,10534.8,4.17441e-17,7.38307e-05,10646.7,3.26718e-17,7.41932e-05,10692.5,3.21624e-17,7.4361e-05,10919.7,2.47752e-17,7.53866e-05
0.175,9.5e-05,10446.9,1.01775e-16,7.42658e-05,10415.4,4.17441e-17,7.45905e-05,10522.5,3.26718e-17,7.4958e-05,10566.8,3.21624e-17,7.51275e-05,10785.7,2.47752e-17,7.61622e-05
0.175,9.6e-05,10333,1.01775e-16,7.50181e-05,10298.2,4.17441e-17,7.53499e-05,10400.5,3.26718e-17,7.57223e-05,10443.4,3.21624e-17,7.58935e-05,10654.2,2.47752e-17,7.69374e-05
0.175,9.7e-05,10221.2,1.01775e-16,7.57698e-05,10183.2,4.17441e-17,7.61088e-05,10280.9,3.26718e-17,7.64861e-05,10322.3,3.21624e-17,7.6659e-05,10525.2,2.47752e-17,7.77121e-05
0.175,9.8e-05,10111.4,1.01775e-16,7.65211e-05,10070.2,4.17441e-17,7.68673e-05,10163.4,3.26718e-17,7.72495e-05,10203.5,3.21624e-17,7.74241e-05,10398.6,2.47752e-17,7.84862e-05
0.175,9.9e-05,10003.5,1.01775e-16,7.72719e-05,9959.28,4.17441e-17,7.76253e-05,10048,3.26718e-17,7.80125e-05,10086.9,3.21624e-17,7.81888e-05,10274.3,2.47752e-17,7.92599e-05
0.175,0.0001,9897.53,1.01775e-16,7.80222e-05,9850.31,4.17441e-17,7.83829e-05,9934.72,3.26718e-17,7.8775e-05,9972.32,3.21624e-17,7.8953e-05,10152.2,2.47752e-17,8.0033e-05
0.175,0.000101,9793.42,1.01775e-16,7.8772e-05,9743.25,4.17441e-17,7.914e-05,9823.48,3.26718e-17,7.95371e-05,9859.78,3.21624e-17,7.97167e-05,10032.3,2.47752e-17,8.08056e-05
0.175,0.000102,9691.1,1.01775e-16,7.95214e-05,9638.05,4.17441e-17,7.98967e-05,9714.22,3.26718e-17,8.02987e-05,9749.22,3.21624e-17,8.04799e-05,9914.56,2.47752e-17,8.15777e-05
0.175,0.000103,9590.54,1.01775e-16,8.02703e-05,9534.66,4.17441e-17,8.0653e-05,9606.85,3.26718e-17,8.10598e-05,9640.57,3.21624e-17,8.12427e-05,9798.88,2.47752e-17,8.23492e-05
0.175,0.000104,9491.68,1.01775e-16,8.10188e-05,9433.04,4.1744e-17,8.14088e-05,9501.31,3.26718e-17,8.18205e-05,9533.78,3.21625e-17,8.20051e-05,9685.21,2.47752e-17,8.31202e-05
0.175,0.000105,9394.48,1.01775e-16,8.17668e-05,9333.13,4.1744e-17,8.21641e-05,9397.58,3.26718e-17,8.25807e-05,9428.82,3.21625e-17,8.27669e-05,9573.52,2.47752e-17,8.38907e-05
0.175,0.000106,9298.91,1.01775e-16,8.25143e-05,9234.91,4.1744e-17,8.2919e-05,9295.59,3.26718e-17,8.33405e-05,9325.64,3.21625e-17,8.35283e-05,9463.74,2.47752e-17,8.46607e-05
0.175,0.000107,9204.9,1.01775e-16,8.32613e-05,9138.31,4.1744e-17,8.36735e-05,9195.31,3.26718e-17,8.40998e-05,9224.18,3.21625e-17,8.42892e-05,9355.83,2.47752e-17,8.54302e-05
0.175,0.000108,9112.44,1.01775e-16,8.40078e-05,9043.31,4.1744e-17,8.44274e-05,9096.69,3.26718e-17,8.48586e-05,9124.41,3.21625e-17,8.50497e-05,9249.75,2.47752e-17,8.61991e-05
0.175,0.000109,9021.48,1.01775e-16,8.47539e-05,8949.86,4.1744e-17,8.5181e-05,8999.69,3.26718e-17,8.5617e-05,9026.29,3.21625e-17,8.58097e-05,9145.45,2.47752e-17,8.69674e-05
0.2,9e-05,11816.7,1.01775e-16,7.26755e-05,11854,4.17441e-17,7.29622e-05,12089.3,3.26718e-17,7.327e-05,12180.8,3.21624e-17,7.34177e-05,12679.9,2.47752e-17,7.43388e-05
0.2,9.1e-05,11697.9,1.01775e-16,7.34535e-05,11731.7,4.17441e-17,7.37479e-05,11961.6,3.26718e-17,7.40608e-05,12051.2,3.21624e-17,7.42103e-05,12539.8,2.47752e-17,7.5141e-05
0.2,9.2e-05,11581.3,1.01775e-16,7.42311e-05,11611.6,4.17441e-17,7.45331e-05,11836.2,3.26718e-17,7.48513e-05,11924,3.21624e-17,7.50025e-05,12402.3,2.47752e-17,7.59429e-05
0.2,9.3e-05,11466.9,1.01775e-16,7.50083e-05,11493.8,4.17441e-17,7.5318e-05,11713.1,3.26718e-17,7.56415e-05,11799.1,3.21624e-17,7.57944e-05,12267.4,2.47752e-17,7.67445e-05
0.2,9.4e-05,11354.5,1.01775e-16,7.5785e-05,11378,4.17441e-17,7.61026e-05,11592.3,3.26718e-17,7.64313e-05,11676.5,3.21624e-17,7.6586e-05,12134.9,2.47752e-17,7.75456e-05
0.2,9.5e-05,11244.2,1.01775e-16,7.65614e-05,11264.4,4.17441e-17,7.68868e-05,11473.6,3.26718e-17,7.72207e-05,11556,3.21624e-17,7.73772e-05,12004.8,2.47752e-17,7.83463e-05
0.2,9.6e-05,11135.8,1.01775e-16,7.73374e-05,11152.8,4.17441e-17,7.76706e-05,11357.1,3.26718e-17,7.80098e-05,11437.8,3.21624e-17,7.8168e-05,11877,2.47752e-17,7.91467e-05
0.2,9.7e-05,11029.3,1.01775e-16,7.81129e-05,11043.2,4.17441e-17,7.84541e-05,11242.6,3.26718e-17,7.87985e-05,11321.6,3.21624e-17,7.89585e-05,11751.5,2.47752e-17,7.99466e-05
0.2,9.8e-05,10924.7,1.01775e-16,7.8888e-05,10935.4,4.17441e-17,7.92372e-05,11130.1,3.26718e-17,7.95869e-05,11207.6,3.21624e-17,7.97487e-05,11628.1,2.47752e-17,8.07462e-05
0.2,9.9e-05,10821.9,1.01775e-16,7.96628e-05,10829.6,4.17441e-17,8.00199e-05,11019.5,3.26718e-17,8.0375e-05,11095.5,3.21624e-17,8.05384e-05,11506.9,2.47752e-17,8.15454e-05
0.2,0.0001,10720.8,1.01775e-16,8.04371e-05,10725.5,4.17441e-17,8.08023e-05,10910.8,3.26718e-17,8.11626e-05,10985.4,3.21624e-17,8.13279e-05,11387.8,2.47752e-17,8.23442e-05
0.2,0.000101,10621.5,1.01775e-16,8.1211e-05,10623.1,4.17441e-17,8.15843e-05,10804,3.26718e-17,8.195e-05,10877.1,3.21624e-17,8.21169e-05,11270.6,2.47752e-17,8.31425e-05
0.2,0.000102,10523.7,1.01775e-16,8.19845e-05,10522.5,4.1744e-17,8.23659e-05,10699,3.26718e-17,8.27369e-05,10770.5,3.21624e-17,8.29056e-05,11155.4,2.47752e-17,8.39405e-05
0.2,0.000103,10427.6,1.01775e-16,8.27576e-05,10423.6,4.1744e-17,8.31472e-05,10595.8,3.26718e-17,8.35235e-05,10665.8,3.21624e-17,8.36939e-05,11042.2,2.47752e-17,8.47381e-05
0.2,0.000104,10333.1,1.01775e-16,8.35303e-05,10326.2,4.1744e-17,8.39281e-05,10494.2,3.26718e-17,8.43098e-05,10562.7,3.21624e-17,8.44819e-05,10930.7,2.47752e-17,8.55353e-05
0.2,0.000105,10240.1,1.01775e-16,8.43026e-05,10230.4,4.1744e-17,8.47087e-05,10394.2,3.26718e-17,8.50956e-05,10461.3,3.21624e-17,8.52695e-05,10821.1,2.47752e-17,8.63321e-05
0.2,0.000106,10148.6,1.01775e-16,8.50745e-05,10136.2,4.1744e-17,8.54889e-05,10295.9,3.26718e-17,8.58812e-05,10361.6,3.21624e-17,8.60567e-05,10713.3,2.47752e-17,8.71285e-05
