vsg,vsd,vsb,fins,length,id,gm,gds,cdd,cgg
0.6,0.48,0.0,5.0,4.0,-2.744e-05,0.0001854803917939384,4.971e-06,9.99174732730919e-17,5.389622992863944e-16
0.62,0.48,0.0,5.0,4.0,-3.127e-05,0.00019764104327461496,5.875e-06,1.011270508405903e-16,5.436096236246778e-16
0.64,0.48,0.0,5.0,4.0,-3.534e-05,0.00020895423270397205,6.93e-06,1.0240029038532546e-16,5.4806596203125085e-16
0.66,0.48,0.0,5.0,4.0,-3.962e-05,0.00021904042270468288,8.167e-06,1.03705360918679e-16,5.523949764833504e-16
0.68,0.48,0.0,5.0,4.0,-4.41e-05,0.00022888327487489112,9.624e-06,1.0507409342926931e-16,5.566125824752856e-16
0.7,0.48,0.0,5.0,4.0,-4.877e-05,0.00023792527539217358,1.135e-05,1.0652240341140556e-16,5.607346955013657e-16
0.72,0.48,0.0,5.0,4.0,-5.361e-05,0.000245914020351589,1.34e-05,1.0808212185370614e-16,5.647931465502091e-16
0.74,0.48,0.0,5.0,4.0,-5.86e-05,0.00025291703999662956,1.585e-05,1.0976916425048021e-16,5.688675130933615e-16
0.76,0.48,0.0,5.0,4.0,-6.372e-05,0.00025891621645708347,1.876e-05,1.116471925789646e-16,5.729577951308233e-16
0.78,0.48,0.0,5.0,4.0,-6.895e-05,0.0002639164909702636,2.224e-05,1.137480378277776e-16,5.771435701341401e-16
0.8,0.48,0.0,5.0,4.0,-7.427e-05,0.0002678461569553726,2.636e-05,1.1608761549122848e-16,5.814566690919305e-16
0.0,0.5,0.0,5.0,4.0,-2.299e-11,8.476439021882391e-10,4.205e-12,8.3047049305351e-17,3.1924890034803287e-16
0.02,0.5,0.0,5.0,4.0,-4.471e-11,1.4648976045201448e-09,7.957e-12,8.320620424844289e-17,3.217476329545756e-16
0.04,0.5,0.0,5.0,4.0,-8.701e-11,2.901486754104026e-09,1.529e-11,8.339719018015316e-17,3.2435777402128267e-16
0.06,0.5,0.0,5.0,4.0,-1.694e-10,5.634953172352491e-09,2.957e-11,8.357226061755425e-17,3.270793235481541e-16
0.08,0.5,0.0,5.0,4.0,-3.297e-10,1.0966673898697055e-08,5.739e-11,8.377916204357371e-17,3.298804505465715e-16
0.1,0.5,0.0,5.0,4.0,-6.417e-10,2.135206425018094e-08,1.116e-10,8.398606346959317e-17,3.327611550165348e-16
0.12,0.5,0.0,5.0,4.0,-1.249e-09,4.153698291128688e-08,2.17e-10,8.420888038992183e-17,3.3570552146373486e-16
0.14,0.5,0.0,5.0,4.0,-2.43e-09,8.07778176990462e-08,4.22e-10,8.444761280455967e-17,3.387453808767901e-16
0.16,0.5,0.0,5.0,4.0,-4.725e-09,1.5681504482629646e-07,8.202e-10,8.468634521919752e-17,3.4191256424431873e-16
0.18,0.5,0.0,5.0,4.0,-9.173e-09,3.035332453592543e-07,1.592e-09,8.495690862245375e-17,3.453503110151037e-16
0.2,0.5,0.0,5.0,4.0,-1.776e-08,5.845308312228067e-07,3.082e-09,8.522747202570996e-17,3.493132690980919e-16
0.22,0.5,0.0,5.0,4.0,-3.421e-08,1.1143143110913288e-06,5.935e-09,8.552986641758456e-17,3.5424707233394066e-16
0.24,0.5,0.0,5.0,4.0,-6.53e-08,2.08995128238847e-06,1.132e-08,8.584817630376835e-17,3.608679179665635e-16
0.26,0.5,0.0,5.0,4.0,-1.227e-07,3.8005813597547787e-06,2.124e-08,8.618240168426132e-17,3.700352426886567e-16
0.28,0.5,0.0,5.0,4.0,-2.247e-07,6.619494419102285e-06,3.882e-08,8.653254255906349e-17,3.822583423181143e-16
0.3,0.5,0.0,5.0,4.0,-3.972e-07,1.0898737554721282e-05,6.836e-08,8.693042991679324e-17,3.971711604858248e-16
0.32,0.5,0.0,5.0,4.0,-6.716e-07,1.6823140529763043e-05,1.149e-07,8.734423276883216e-17,4.1346862665843494e-16
0.34,0.5,0.0,5.0,4.0,-1.081e-06,2.4381293510000842e-05,1.833e-07,8.780578210379866e-17,4.296228533822623e-16
0.36,0.5,0.0,5.0,4.0,-1.657e-06,3.346409023744335e-05,2.779e-07,8.829916242738353e-17,4.445993335272096e-16
0.38,0.5,0.0,5.0,4.0,-2.428e-06,4.381436557828239e-05,4.018e-07,8.884028923389598e-17,4.579524332526197e-16
0.4,0.5,0.0,5.0,4.0,-3.416e-06,5.513005065423453e-05,5.576e-07,8.942916252333599e-17,4.696662370641832e-16
0.42,0.5,0.0,5.0,4.0,-4.639e-06,6.731679452886565e-05,7.475e-07,9.006578229570357e-17,4.799317308936104e-16
0.44,0.5,0.0,5.0,4.0,-6.113e-06,8.015381331342642e-05,9.742e-07,9.076606404530792e-17,4.889717316612301e-16
0.46,0.5,0.0,5.0,4.0,-7.848e-06,9.341859349935107e-05,1.24e-06,9.1530007772149e-17,4.9702497178168e-16
0.48,0.5,0.0,5.0,4.0,-9.85e-06,0.0001067220932500124,1.55e-06,9.234169798191769e-17,5.04250606198052e-16
0.5,0.5,0.0,5.0,4.0,-1.212e-05,0.00012049355454215895,1.906e-06,9.320113467461392e-17,5.108396208420566e-16
0.52,0.5,0.0,5.0,4.0,-1.467e-05,0.0001343037687415864,2.316e-06,9.414014883885611e-17,5.169034241738577e-16
0.54,0.5,0.0,5.0,4.0,-1.749e-05,0.00014779096969029545,2.786e-06,9.512690948602586e-17,5.225375091593108e-16
0.56,0.5,0.0,5.0,4.0,-2.058e-05,0.0001610319516960371,3.323e-06,9.616141661612316e-17,5.278373687642709e-16
0.58,0.5,0.0,5.0,4.0,-2.393e-05,0.00017408082272436405,3.939e-06,9.724367022914805e-17,5.328507494716656e-16
0.6,0.5,0.0,5.0,4.0,-2.754e-05,0.0001866439558041084,4.647e-06,9.837367032510051e-17,5.376413132587317e-16
0.62,0.5,0.0,5.0,4.0,-3.139e-05,0.00019834215165559504,5.461e-06,9.955141690398053e-17,5.422090601254691e-16
0.64,0.5,0.0,5.0,4.0,-3.547e-05,0.00020948663597110439,6.402e-06,1.0076099447147895e-16,5.466176520491145e-16
0.66,0.5,0.0,5.0,4.0,-3.977e-05,0.00022071090365878638,7.495e-06,1.0200240302759574e-16,5.508670890296682e-16
0.68,0.5,0.0,5.0,4.0,-4.429e-05,0.00023066814618894887,8.769e-06,1.0329155806664008e-16,5.549732865614391e-16
0.7,0.5,0.0,5.0,4.0,-4.899e-05,0.0002396149083806436,1.026e-05,1.04628459588612e-16,5.589839911273548e-16
0.72,0.5,0.0,5.0,4.0,-5.387e-05,0.00024787101788488074,1.202e-05,1.0602902308782069e-16,5.628832872331064e-16
0.74,0.5,0.0,5.0,4.0,-5.89e-05,0.0002553998176762749,1.41e-05,1.0754099504719368e-16,5.667348368559301e-16
0.76,0.5,0.0,5.0,4.0,-6.408e-05,0.0002620281082052282,1.657e-05,1.0914845997242182e-16,5.705704709844448e-16
0.78,0.5,0.0,5.0,4.0,-6.937e-05,0.00026698574549677593,1.95e-05,1.1093099533505105e-16,5.744220206072687e-16
0.8,0.5,0.0,5.0,4.0,-7.476e-05,0.00027192676257295424,2.297e-05,1.1290451662939057e-16,5.783372322073293e-16
0.0,0.52,0.0,5.0,4.0,-2.308e-11,8.476377396616884e-10,4.126e-12,8.24422605216018e-17,3.1905791441632264e-16
0.02,0.52,0.0,5.0,4.0,-4.487e-11,1.4711166830022062e-09,7.769e-12,8.260141546469368e-17,3.2155664702286538e-16
0.04,0.52,0.0,5.0,4.0,-8.731e-11,2.908298196338696e-09,1.489e-11,8.277648590209477e-17,3.241508725952633e-16
0.06,0.52,0.0,5.0,4.0,-1.699e-10,5.652501551371413e-09,2.878e-11,8.295155633949585e-17,3.268565066278255e-16
0.08,0.52,0.0,5.0,4.0,-3.308e-10,1.100968657563956e-08,5.585e-11,8.314254227120612e-17,3.296576336262428e-16
0.1,0.52,0.0,5.0,4.0,-6.439e-10,2.1417477187428048e-08,1.085e-10,8.333352820291639e-17,3.3252242260189695e-16
0.12,0.52,0.0,5.0,4.0,-1.253e-09,4.1667386621559813e-08,2.111e-10,8.355634512324506e-17,3.354508735547878e-16
0.14,0.52,0.0,5.0,4.0,-2.438e-09,8.106092218510462e-08,4.105e-10,8.377916204357371e-17,3.3847481747353384e-16
0.16,0.52,0.0,5.0,4.0,-4.741e-09,1.573524155563687e-07,7.979e-10,8.400197896390237e-17,3.4164200084106254e-16
0.18,0.52,0.0,5.0,4.0,-9.204e-09,3.045510587541082e-07,1.549e-09,8.42566268728494e-17,3.4506383211753827e-16
0.2,0.52,0.0,5.0,4.0,-1.782e-08,5.865231688361939e-07,2.998e-09,8.451127478179644e-17,3.489949592119081e-16
0.22,0.52,0.0,5.0,4.0,-3.433e-08,1.1186785901272517e-06,5.773e-09,8.479775367936185e-17,3.539128469534477e-16
0.24,0.52,0.0,5.0,4.0,-6.553e-08,2.0960029909548975e-06,1.101e-08,8.508423257692725e-17,3.6050186159745216e-16
0.26,0.52,0.0,5.0,4.0,-1.231e-07,3.814017460874814e-06,2.066e-08,8.540254246311104e-17,3.696373553309269e-16
0.28,0.52,0.0,5.0,4.0,-2.255e-07,6.6452039172726295e-06,3.776e-08,8.573676784360401e-17,3.818286239717661e-16
0.3,0.52,0.0,5.0,4.0,-3.986e-07,1.0932466266528518e-05,6.649e-08,8.610282421271539e-17,3.966936956565492e-16
0.32,0.52,0.0,5.0,4.0,-6.739e-07,1.6887540232435805e-05,1.117e-07,8.650071157044512e-17,4.1294341534623163e-16
0.34,0.52,0.0,5.0,4.0,-1.085e-06,2.4479965987502605e-05,1.782e-07,8.691451442248406e-17,4.2906581108144064e-16
0.36,0.52,0.0,5.0,4.0,-1.663e-06,3.355996856066789e-05,2.699e-07,8.739197925175974e-17,4.4397862924915126e-16
0.38,0.52,0.0,5.0,4.0,-2.436e-06,4.393220786396611e-05,3.9e-07,8.788535957534462e-17,4.572839824916337e-16
0.4,0.52,0.0,5.0,4.0,-3.427e-06,5.5312843268393503e-05,5.406e-07,8.844240187616624e-17,4.689659553145788e-16
0.42,0.52,0.0,5.0,4.0,-4.654e-06,6.75177417064261e-05,7.237e-07,8.904719065991545e-17,4.791837026610785e-16
0.44,0.52,0.0,5.0,4.0,-6.132e-06,8.036723198902638e-05,9.413e-07,8.969972592659222e-17,4.881759569457706e-16
0.46,0.52,0.0,5.0,4.0,-7.872e-06,9.371405177962988e-05,1.196e-06,9.040000767619654e-17,4.961655350889838e-16
0.48,0.52,0.0,5.0,4.0,-9.881e-06,0.00010712688153342055,1.49e-06,9.116395140303765e-17,5.033434230224282e-16
0.5,0.52,0.0,5.0,4.0,-1.216e-05,0.00012097890304813193,1.828e-06,9.197564161280631e-17,5.098687756891959e-16
0.52,0.52,0.0,5.0,4.0,-1.472e-05,0.00013480750627405555,2.214e-06,9.285099379981175e-17,5.158689170437604e-16
0.54,0.52,0.0,5.0,4.0,-1.755e-05,0.00014829063097432873,2.654e-06,9.379000796405394e-17,5.214552555462859e-16
0.56,0.52,0.0,5.0,4.0,-2.065e-05,0.00016152956902742275,3.154e-06,9.477676861122369e-17,5.266914531740093e-16
0.58,0.52,0.0,5.0,4.0,-2.401e-05,0.00017459069211477258,3.723e-06,9.5811275741321e-17,5.316411719041672e-16
0.6,0.52,0.0,5.0,4.0,-2.763e-05,0.00018710686091108318,4.372e-06,9.689352935434588e-17,5.363680737139965e-16
0.62,0.52,0.0,5.0,4.0,-3.149e-05,0.00019898106263848466,5.112e-06,9.800761395598916e-17,5.408880740978064e-16
0.64,0.52,0.0,5.0,4.0,-3.559e-05,0.00021096848773376382,5.96e-06,9.916944504055999e-17,5.452330040442151e-16
0.66,0.52,0.0,5.0,4.0,-3.992e-05,0.00022164338322165514,6.935e-06,1.0037902260805841e-16,5.49418779047532e-16
0.68,0.52,0.0,5.0,4.0,-4.445e-05,0.00023145677697601586,8.062e-06,1.0160451566986599e-16,5.534613146020661e-16
0.7,0.52,0.0,5.0,4.0,-4.918e-05,0.00024152910807309462,9.371e-06,1.0287775521460115e-16,5.573765262021267e-16
0.72,0.52,0.0,5.0,4.0,-5.41e-05,0.00024992478672559765,1.09e-05,1.0418282574795469e-16,5.61180329342023e-16
0.74,0.52,0.0,5.0,4.0,-5.917e-05,0.0002572701418197112,1.268e-05,1.0555155825854499e-16,5.6488863951606415e-16
0.76,0.52,0.0,5.0,4.0,-6.439e-05,0.00026449384439316604,1.479e-05,1.0698395274637205e-16,5.685173722185594e-16
0.78,0.52,0.0,5.0,4.0,-6.974e-05,0.0002702524766016184,1.727e-05,1.0854367118867264e-16,5.721301894267454e-16
0.8,0.52,0.0,5.0,4.0,-7.519e-05,0.00027442410665066454,2.02e-05,1.1023071358544672e-16,5.757589221292406e-16
0.0,0.54,0.0,5.0,4.0,-2.316e-11,8.522089744981346e-10,4.069e-12,8.185338723216177e-17,3.188828439789215e-16
0.02,0.54,0.0,5.0,4.0,-4.502e-11,1.4749067952635723e-09,7.604e-12,8.201254217525367e-17,3.213656610911551e-16
0.04,0.54,0.0,5.0,4.0,-8.76e-11,2.9199719798279985e-09,1.454e-11,8.217169711834557e-17,3.2395988666355295e-16
0.06,0.54,0.0,5.0,4.0,-1.705e-10,5.66952111476729e-09,2.806e-11,8.234676755574664e-17,3.26649605201806e-16
0.08,0.54,0.0,5.0,4.0,-3.319e-10,1.105145177301849e-08,5.442e-11,8.252183799314773e-17,3.294348167059142e-16
0.1,0.54,0.0,5.0,4.0,-6.461e-10,2.1473417275377674e-08,1.057e-10,8.271282392485802e-17,3.322996056815683e-16
0.12,0.54,0.0,5.0,4.0,-1.257e-09,4.1836965280695355e-08,2.056e-10,8.290380985656829e-17,3.352280566344592e-16
0.14,0.54,0.0,5.0,4.0,-2.447e-09,8.134671956476956e-08,3.999e-10,8.312662677689694e-17,3.3823608505889598e-16
0.16,0.54,0.0,5.0,4.0,-4.757e-09,1.5783983976314885e-07,7.772e-10,8.33494436972256e-17,3.413714374378063e-16
0.18,0.54,0.0,5.0,4.0,-9.235e-09,3.056160455087634e-07,1.509e-09,8.357226061755425e-17,3.447773532199729e-16
0.2,0.54,0.0,5.0,4.0,-1.788e-08,5.883763186523561e-07,2.92e-09,8.382690852650127e-17,3.4870848031434266e-16
0.22,0.54,0.0,5.0,4.0,-3.444e-08,1.1220524469922575e-06,5.623e-09,8.408155643544831e-17,3.5359453706726386e-16
0.24,0.54,0.0,5.0,4.0,-6.574e-08,2.103157179206979e-06,1.073e-08,8.436803533301372e-17,3.601676362169592e-16
0.26,0.54,0.0,5.0,4.0,-1.235e-07,3.825529255808634e-06,2.012e-08,8.465451423057915e-17,3.6927129896181556e-16
0.28,0.54,0.0,5.0,4.0,-2.262e-07,6.665510966110366e-06,3.678e-08,8.497282411676293e-17,3.814148211197272e-16
0.3,0.54,0.0,5.0,4.0,-3.999e-07,1.0974733891466516e-05,6.475e-08,8.53229649915651e-17,3.9624806181589187e-16
0.32,0.54,0.0,5.0,4.0,-6.761e-07,1.6923146651798212e-05,1.088e-07,8.568902136067645e-17,4.12465950516956e-16
0.34,0.54,0.0,5.0,4.0,-1.088e-06,2.4550308757223067e-05,1.735e-07,8.60869087184062e-17,4.285246842749282e-16
0.36,0.54,0.0,5.0,4.0,-1.668e-06,3.366299507043464e-05,2.627e-07,8.65166270647543e-17,4.4340567145402046e-16
0.38,0.54,0.0,5.0,4.0,-2.443e-06,4.404975103915496e-05,3.793e-07,8.69781763997208e-17,4.566632782135753e-16
0.4,0.54,0.0,5.0,4.0,-3.437e-06,5.54896841379919e-05,5.252e-07,8.750338771192405e-17,4.682975045535929e-16
0.42,0.54,0.0,5.0,4.0,-4.668e-06,6.774283505284243e-05,7.022e-07,8.80604300127457e-17,4.784675054171649e-16
0.44,0.54,0.0,5.0,4.0,-6.151e-06,8.063997765364211e-05,9.119e-07,8.86652187964949e-17,4.874120132189295e-16
0.46,0.54,0.0,5.0,4.0,-7.896e-06,9.38979356946306e-05,1.156e-06,8.933366955748086e-17,4.953538448792151e-16
0.48,0.54,0.0,5.0,4.0,-9.91e-06,0.00010761884068951396,1.438e-06,9.004986680139439e-17,5.024680708354227e-16
0.5,0.54,0.0,5.0,4.0,-1.22e-05,0.00012122674162742914,1.759e-06,9.081381052823548e-17,5.089456770192629e-16
0.52,0.54,0.0,5.0,4.0,-1.476e-05,0.0001349743531212482,2.125e-06,9.162550073800415e-17,5.148980718908998e-16
0.54,0.54,0.0,5.0,4.0,-1.76e-05,0.0001488758458875799,2.539e-06,9.250085292500958e-17,5.204207484161885e-16
0.56,0.54,0.0,5.0,4.0,-2.071e-05,0.0001620214617260254,3.008e-06,9.343986708925176e-17,5.255932840666752e-16
0.58,0.54,0.0,5.0,4.0,-2.408e-05,0.0001750379064071175,3.537e-06,9.442662773642152e-17,5.304952563139056e-16
0.6,0.54,0.0,5.0,4.0,-2.771e-05,0.00018782651184431483,4.136e-06,9.546113486651883e-17,5.351584961464981e-16
0.62,0.54,0.0,5.0,4.0,-3.159e-05,0.0002001552446132248,4.815e-06,9.652747298523453e-17,5.396307500473804e-16
0.64,0.54,0.0,5.0,4.0,-3.571e-05,0.00021155130729917,5.587e-06,9.765747308118699e-17,5.439120180165524e-16
0.66,0.54,0.0,5.0,4.0,-4.005e-05,0.000222638724587682,6.466e-06,9.880338867144864e-17,5.480500465369416e-16
0.68,0.54,0.0,5.0,4.0,-4.461e-05,0.00023289259194647966,7.474e-06,9.999705074463784e-17,5.520448356085482e-16
0.7,0.54,0.0,5.0,4.0,-4.936e-05,0.0002422897052228086,8.632e-06,1.0120662831213626e-16,5.558963852313721e-16
0.72,0.54,0.0,5.0,4.0,-5.43e-05,0.0002514477855598999,9.97e-06,1.0244803686825305e-16,5.596206108997224e-16
0.74,0.54,0.0,5.0,4.0,-5.941e-05,0.0002594175493328049,1.152e-05,1.0373719190729739e-16,5.632175126135993e-16
0.76,0.54,0.0,5.0,4.0,-6.467e-05,0.00026638041390405223,1.333e-05,1.0505817793496012e-16,5.667348368559301e-16
0.78,0.54,0.0,5.0,4.0,-7.006e-05,0.0002725595926473796,1.545e-05,1.0645874143416881e-16,5.701884991210242e-16
0.8,0.54,0.0,5.0,4.0,-7.557e-05,0.0002782675772778187,1.794e-05,1.0793888240492343e-16,5.735944149031908e-16
0.0,0.56,0.0,5.0,4.0,-2.324e-11,8.569538437087148e-10,4.043e-12,8.128042943703096e-17,3.1870777354152044e-16
0.02,0.56,0.0,5.0,4.0,-4.518e-11,1.4791247895905384e-09,7.467e-12,8.143958438012286e-17,3.21190590653754e-16
0.04,0.56,0.0,5.0,4.0,-8.789e-11,2.9297912015896766e-09,1.421e-11,8.158282382890555e-17,3.237689007318427e-16
0.06,0.56,0.0,5.0,4.0,-1.711e-10,5.692031844610436e-09,2.74e-11,8.175789426630665e-17,3.2645861927009573e-16
0.08,0.56,0.0,5.0,4.0,-3.33e-10,1.1073102457522721e-08,5.309e-11,8.191704920939854e-17,3.292279152798947e-16
0.1,0.56,0.0,5.0,4.0,-6.482e-10,2.1589372344523344e-08,1.031e-10,8.210803514110881e-17,3.3207678876123964e-16
0.12,0.56,0.0,5.0,4.0,-1.262e-09,4.193643820744044e-08,2.005e-10,8.229902107281908e-17,3.349893242198213e-16
0.14,0.56,0.0,5.0,4.0,-2.454e-09,8.156803711713563e-08,3.9e-10,8.249000700452935e-17,3.3799735264425816e-16
0.16,0.56,0.0,5.0,4.0,-4.772e-09,1.5835537317976903e-07,7.58e-10,8.269690843054881e-17,3.4113270502316854e-16
0.18,0.56,0.0,5.0,4.0,-9.264e-09,3.066330351712407e-07,1.471e-09,8.291972535087748e-17,3.4452270531102585e-16
0.2,0.56,0.0,5.0,4.0,-1.794e-08,5.905437484285948e-07,2.848e-09,8.315845776551532e-17,3.484220014167773e-16
0.22,0.56,0.0,5.0,4.0,-3.456e-08,1.126016660067596e-06,5.484e-09,8.339719018015316e-17,3.5329214267538934e-16
0.24,0.56,0.0,5.0,4.0,-6.596e-08,2.109134941215527e-06,1.046e-08,8.366775358340937e-17,3.598493263307754e-16
0.26,0.56,0.0,5.0,4.0,-1.239e-07,3.839661209120802e-06,1.963e-08,8.39383169866656e-17,3.689211580870134e-16
0.28,0.56,0.0,5.0,4.0,-2.27e-07,6.690006192455593e-06,3.587e-08,8.424071137854021e-17,3.8103284925630664e-16
0.3,0.56,0.0,5.0,4.0,-4.012e-07,1.099762423918298e-05,6.315e-08,8.455902126472399e-17,3.958342589638529e-16
0.32,0.56,0.0,5.0,4.0,-6.782e-07,1.7002130114707143e-05,1.061e-07,8.490916213952616e-17,4.119884856876803e-16
0.34,0.56,0.0,5.0,4.0,-1.092e-06,2.461643646172661e-05,1.691e-07,8.527521850863754e-17,4.280153884570341e-16
0.36,0.56,0.0,5.0,4.0,-1.673e-06,3.375453686162018e-05,2.56e-07,8.568902136067645e-17,4.4284862915319883e-16
0.38,0.56,0.0,5.0,4.0,-2.451e-06,4.4217492242017194e-05,3.694e-07,8.611873970702458e-17,4.560744049241354e-16
0.4,0.56,0.0,5.0,4.0,-3.448e-06,5.56270973751168e-05,5.112e-07,8.659620453630026e-17,4.676608847812253e-16
0.42,0.56,0.0,5.0,4.0,-4.682e-06,6.792548098160074e-05,6.827e-07,8.712141584850351e-17,4.77799054656179e-16
0.44,0.56,0.0,5.0,4.0,-6.169e-06,8.08219807014843e-05,8.853e-07,8.769437364363435e-17,4.86695815975016e-16
0.46,0.56,0.0,5.0,4.0,-7.918e-06,9.418731765462393e-05,1.121e-06,8.831507792169272e-17,4.94589901152374e-16
0.48,0.56,0.0,5.0,4.0,-9.938e-06,0.0001077791494812174,1.391e-06,8.89835286826787e-17,5.016722961199633e-16
0.5,0.56,0.0,5.0,4.0,-1.223e-05,0.00012149636498134859,1.698e-06,8.969972592659222e-17,5.080862403265667e-16
0.52,0.56,0.0,5.0,4.0,-1.48e-05,0.00013553571123434979,2.046e-06,9.046366965343331e-17,5.139749732209668e-16
0.54,0.56,0.0,5.0,4.0,-1.765e-05,0.00014936046944029772,2.438e-06,9.129127535751118e-17,5.194339877690188e-16
0.56,0.56,0.0,5.0,4.0,-2.077e-05,0.0001625216094020533,2.879e-06,9.216662754451658e-17,5.245587769365779e-16
0.58,0.56,0.0,5.0,4.0,-2.415e-05,0.00017555269215029106,3.375e-06,9.310564170875877e-17,5.293970872065715e-16
0.6,0.56,0.0,5.0,4.0,-2.779e-05,0.00018826722119558503,3.933e-06,9.407648686161934e-17,5.340125805562365e-16
0.62,0.56,0.0,5.0,4.0,-3.168e-05,0.00020087802226615662,4.56e-06,9.511099399171666e-17,5.384211724798819e-16
0.64,0.56,0.0,5.0,4.0,-3.582e-05,0.00021271948733616943,5.268e-06,9.617733211043235e-17,5.426546939661264e-16
0.66,0.56,0.0,5.0,4.0,-4.018e-05,0.00022324242518436627,6.069e-06,9.729141671207562e-17,5.46744976003588e-16
0.68,0.56,0.0,5.0,4.0,-4.475e-05,0.00023381041112515656,6.979e-06,9.843733230233728e-17,5.506761030979579e-16
0.7,0.56,0.0,5.0,4.0,-4.953e-05,0.0002440151287126193,8.015e-06,9.96150788812173e-17,5.544799062378542e-16
0.72,0.56,0.0,5.0,4.0,-5.45e-05,0.00025262707001834285,9.201e-06,1.0080874095440651e-16,5.58156385423277e-16
0.74,0.56,0.0,5.0,4.0,-5.963e-05,0.00026047538881039493,1.057e-05,1.0203423401621411e-16,5.61689625159917e-16
0.76,0.56,0.0,5.0,4.0,-6.492e-05,0.000268470973938853,1.214e-05,1.0329155806664008e-16,5.65127371930702e-16
0.78,0.56,0.0,5.0,4.0,-7.036e-05,0.00027513871142817524,1.397e-05,1.0458071310568443e-16,5.684537102413226e-16
0.8,0.56,0.0,5.0,4.0,-7.591e-05,0.00027940736151996833,1.61e-05,1.0593353012196553e-16,5.717163865747065e-16
0.0,0.58,0.0,5.0,4.0,-2.332e-11,8.580009207679489e-10,4.062e-12,8.072338713620931e-17,3.1854861859842853e-16
0.02,0.58,0.0,5.0,4.0,-4.532e-11,1.4841423024294815e-09,7.367e-12,8.086662658499203e-17,3.210155202163529e-16
0.04,0.58,0.0,5.0,4.0,-8.817e-11,2.9387561759117932e-09,1.393e-11,8.102578152808392e-17,3.235938302944416e-16
0.06,0.58,0.0,5.0,4.0,-1.716e-10,5.705162450507071e-09,2.678e-11,8.116902097686662e-17,3.2626763333838545e-16
0.08,0.58,0.0,5.0,4.0,-3.34e-10,1.1119631893264452e-08,5.186e-11,8.134409141426771e-17,3.290369293481845e-16
0.1,0.58,0.0,5.0,4.0,-6.502e-10,2.1615112773225912e-08,1.007e-10,8.151916185166879e-17,3.3186988733522015e-16
0.12,0.58,0.0,5.0,4.0,-1.265e-09,4.2087087337308534e-08,1.958e-10,8.169423228906988e-17,3.3478242279380187e-16
0.14,0.58,0.0,5.0,4.0,-2.462e-09,8.183978032920075e-08,3.807e-10,8.188521822078015e-17,3.377745357239295e-16
0.16,0.58,0.0,5.0,4.0,-4.787e-09,1.5891791152212084e-07,7.4e-10,8.207620415249044e-17,3.4089397260853067e-16
0.18,0.58,0.0,5.0,4.0,-9.294e-09,3.074112588301279e-07,1.436e-09,8.22831055785099e-17,3.442680574020788e-16
0.2,0.58,0.0,5.0,4.0,-1.799e-08,5.921191972133388e-07,2.78e-09,8.250592249883854e-17,3.4815143801352107e-16
0.22,0.58,0.0,5.0,4.0,-3.466e-08,1.1294384448751494e-06,5.354e-09,8.27446549134764e-17,3.530215792721331e-16
0.24,0.58,0.0,5.0,4.0,-6.616e-08,2.116375158808975e-06,1.021e-08,8.299930282242342e-17,3.595469319389008e-16
0.26,0.58,0.0,5.0,4.0,-1.243e-07,3.852280557945444e-06,1.916e-08,8.325395073137046e-17,3.6858693270652043e-16
0.28,0.58,0.0,5.0,4.0,-2.277e-07,6.707292587575577e-06,3.502e-08,8.354042962893587e-17,3.806667928871953e-16
0.3,0.58,0.0,5.0,4.0,-4.024e-07,1.103587133391432e-05,6.165e-08,8.384282402081047e-17,3.95420456111814e-16
0.32,0.58,0.0,5.0,4.0,-6.803e-07,1.704184732463768e-05,1.036e-07,8.416113390699427e-17,4.115587673413322e-16
0.34,0.58,0.0,5.0,4.0,-1.095e-06,2.4689348583357112e-05,1.651e-07,8.451127478179644e-17,4.275379236277585e-16
0.36,0.58,0.0,5.0,4.0,-1.678e-06,3.385817116516681e-05,2.499e-07,8.487733115090779e-17,4.4233933333530477e-16
0.38,0.58,0.0,5.0,4.0,-2.458e-06,4.433003889818808e-05,3.604e-07,8.529113400294673e-17,4.555173626233137e-16
0.4,0.58,0.0,5.0,4.0,-3.458e-06,5.5823316527007943e-05,4.983e-07,8.57526833379132e-17,4.670720114917852e-16
0.42,0.58,0.0,5.0,4.0,-4.696e-06,6.80779775576266e-05,6.649e-07,8.623014816718889e-17,4.771624348838114e-16
0.44,0.58,0.0,5.0,4.0,-6.186e-06,8.106585540573149e-05,8.613e-07,8.677127497370134e-17,4.8602736521403e-16
0.46,0.58,0.0,5.0,4.0,-7.941e-06,9.44093222616111e-05,1.089e-06,8.734423276883216e-17,4.938737039084605e-16
0.48,0.58,0.0,5.0,4.0,-9.966e-06,0.00010829741666950345,1.349e-06,8.796493704689055e-17,5.009083523931223e-16
0.5,0.58,0.0,5.0,4.0,-1.227e-05,0.00012175085073989194,1.644e-06,8.863338780787651e-17,5.072745501167981e-16
0.52,0.58,0.0,5.0,4.0,-1.484e-05,0.00013579962125224136,1.976e-06,8.936550054609924e-17,5.131155365282706e-16
0.54,0.58,0.0,5.0,4.0,-1.77e-05,0.00014955042377041798,2.349e-06,9.012944427294034e-17,5.18526804593395e-16
0.56,0.58,0.0,5.0,4.0,-2.082e-05,0.00016299828286487651,2.767e-06,9.095704997701819e-17,5.235879317837173e-16
